ES_CRUCE,ES_FINDE,HORA_SIN,HORA_COS,MES_SIN,MES_COS,CPFA Granizo,CPFA Hielo,CPFA Lluvia,CPFA Niebla,CPFA Nieve,CPSV Mojada,CPSV Aceite,CPSV Barro,CPSV Grava Suelta,CPSV Hielo,TASA_GRAVEDAD_HIST_DISTRITO,PCT_HIST_PEATON_DISTRITO,PCT_HIST_MOTO_DISTRITO,INCLUYE_MOTO,INCLUYE_BICI,VIA_AUTOVIA,VIA_AVENIDA,VIA_CARRETERA,VIA_GLORIETA,VIA_OTROS,VIA_PASEO,VIA_PLAZA,VIA_RONDA,ACC_ATROPELLO,ACC_CAÍDA BICICLETA,ACC_CAÍDA CICLOMOTOR,ACC_CAÍDA MOTOCICLETA,ACC_CAÍDA VIAJERO BUS,ACC_CHOQUE CON OBJETO FIJO,ACC_COLISIÓN MÚLTIPLE,ACC_OTRAS CAUSAS,ACC_VUELCO,INCLUYE_PEATON,INCLUYE_EDAD_RIESGO,N_PERSONAS_IMPLICADAS,N_VICTIMAS_LOG
1,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0.09532897431553021,0.1267183083823137,0.4266098278793057,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.1151142777499761,0.19970983487637248,0.2700867442997228,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09978034172539504,0.1505593087905991,0.34044525242178386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1.0986122886681098
0,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.08961668840012121,0.1266060155019922,0.5333400836020785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0909153826492537,0.12478552751597988,0.5352613593898768,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0909153826492537,0.12478552751597988,0.5352613593898768,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10480866296674937,0.19970983487637248,0.298871392487356,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10576831631536729,0.14682811758991965,0.35194757871978666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0986122886681098
1,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.08961668840012121,0.1266060155019922,0.5333400836020785,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10523898890442697,0.19533149959099685,0.30590748797577527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453
1,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09777071504813924,0.19940603102860446,0.5069290422560884,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1.0986122886681098
1,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0.0875773852308134,0.16318738090502016,0.5718912393003956,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09067708903568886,0.10354628697736662,0.3828511332046182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471805599453
1,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11959476979126067,0.20359332228020893,0.2681806981155328,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.6931471805599453
1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10253973560841621,0.1990681892243989,0.3105498926137535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.6931471805599453
1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09506870401787074,0.13973533583575734,0.4055978522356578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
0,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10454738670935042,0.1525958147855081,0.3460610854844793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11235863788615842,0.19490795588586768,0.27835367040745235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453
0,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10816370975526368,0.15745095549820998,0.3531418501194382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08629158597377788,0.10138841890015532,0.3818409719032868,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453
1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10523898890442697,0.19533149959099685,0.30590748797577527,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,1,0,0,0,0,0.0942476940667664,0.14256611437112326,0.41073421001313126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0964718474351353,0.15754853217564654,0.34885122003454644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.11351607108195795,0.1963975583011679,0.26552330693209447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0986122886681098
0,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.08806811453815233,0.1230378846034989,0.5335637859226566,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0.08819872059380662,0.10765737395966805,0.37271928914370833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0974912053755497,0.12735749278777303,0.42834136126919714,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09736145265914467,0.19416989565816772,0.5033904379109797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09594419464446405,0.1544714503539465,0.5829554400497395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0.0869304262351002,0.10678240859729675,0.37796494983196793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471805599453
0,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09266143731060038,0.10826347396808313,0.43948226067096285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0.6931471805599453
0,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.08819872059380662,0.10765737395966805,0.37271928914370833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471805599453
1,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10454738670935042,0.1525958147855081,0.3460610854844793,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09122873672563982,0.16843478149890193,0.526244904357194,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0.09072442711455958,0.16207043620837291,0.580163876574654,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08629158597377788,0.10138841890015532,0.3818409719032868,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
1,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.1045437464626812,0.19449802831624272,0.27124343271214124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09842318163081343,0.17811535133888268,0.2834333312542779,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09270691903460815,0.1202502101831678,0.5184074466703622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0969148146948243,0.22115556105330295,0.23385557570305446,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10340265804896874,0.1800853163200431,0.28229045491857513,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
1,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09777071504813924,0.19940603102860446,0.5069290422560884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.0986122886681098
0,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09506870401787074,0.13973533583575734,0.4055978522356578,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10816370975526368,0.15745095549820998,0.3531418501194382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
0,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10330352980330393,0.19929368663471528,0.3085898768684483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.6931471805599453
1,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09580292497663433,0.21468592673617384,0.23899303415937376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453
1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09410414734654961,0.1263176346137376,0.42299270515868787,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.6931471805599453
1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.1151142777499761,0.19970983487637248,0.2700867442997228,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453
0,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0974912053755497,0.12735749278777303,0.42834136126919714,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10330352980330393,0.19929368663471528,0.3085898768684483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0986122886681098
0,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0931245523831162,0.12148784360489212,0.5073833087820133,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09771478878054234,0.1098066492765234,0.43497823148731307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0.6931471805599453
0,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09406755023166644,0.11259191942602836,0.4315055505745748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09750488438079927,0.2006433339251951,0.5088462281848615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1.0986122886681098
0,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0909153826492537,0.12478552751597988,0.5352613593898768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1.0986122886681098
0,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09330646650950797,0.14163111250151564,0.4068432791519619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.3862943611198906
1,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09984412171221413,0.1637534700012265,0.33334732779292675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.6931471805599453
1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09067748195479222,0.1508325584430207,0.4035570484585672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10392393887905384,0.16483829715227574,0.33832515707031585,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.6931471805599453
1,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.1118381755051235,0.14624399304792846,0.2925732812827163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1.0986122886681098
1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09062418466582126,0.11978533236435793,0.5158916054967706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09546736868598961,0.15796360502027407,0.577573339886198,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10300279822320263,0.13367188897419202,0.3323574957383382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1.6094379124341003
1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10576831631536729,0.14682811758991965,0.35194757871978666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09072442711455958,0.16207043620837291,0.580163876574654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
1,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09627067558239408,0.15100691864662208,0.345325794660751,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11123190952504912,0.16141517343461562,0.34884819811191053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09270691903460815,0.1202502101831678,0.5184074466703622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09067708903568886,0.10354628697736662,0.3828511332046182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471805599453
1,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10647410706216003,0.18977929753098663,0.27307439432356306,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.6931471805599453
1,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10454738670935042,0.1525958147855081,0.3460610854844793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,1,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08954538480824137,0.11883578995423538,0.5171084343360638,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471805599453
1,1,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09095280554681291,0.10986255795763765,0.378575211433855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1.0986122886681098
0,1,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.08954538480824137,0.11883578995423538,0.5171084343360638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.6931471805599453
1,1,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09193801394500357,0.12429231590048145,0.5365647071033239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.6931471805599453
1,1,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09444377019525066,0.17088459114520432,0.5288110977186713,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,1,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0909153826492537,0.12478552751597988,0.5352613593898768,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,1,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10173735260281652,0.14238888002233444,0.33729741044927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1.0986122886681098
1,1,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10300279822320263,0.13367188897419202,0.3323574957383382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.6931471805599453
0,1,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.08629158597377788,0.10138841890015532,0.3818409719032868,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471805599453
0,1,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09270691903460815,0.1202502101831678,0.5184074466703622,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,1,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10868444635598955,0.1621668802075975,0.34412583039506733,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,1,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10403165265874799,0.19571483571362286,0.27760151108489317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,1,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0.11416916091551574,0.2114561334529362,0.2996196693267129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.6931471805599453
0,1,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0.08819872059380662,0.10765737395966805,0.37271928914370833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,1,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0.1045437464626812,0.19449802831624272,0.27124343271214124,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,1,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0875773852308134,0.16318738090502016,0.5718912393003956,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0.6931471805599453
1,1,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10920311122168735,0.2067548657746476,0.2947655389941135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.6931471805599453
0,1,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09750488438079927,0.2006433339251951,0.5088462281848615,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.6931471805599453
0,1,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.11478930911812761,0.21628103041482516,0.297741031802145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,1.6094379124341003
0,1,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09270691903460815,0.1202502101831678,0.5184074466703622,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0.6931471805599453
1,1,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0964718474351353,0.15754853217564654,0.34885122003454644,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471805599453
0,1,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10949418943222196,0.20821795469355497,0.2922182244413073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,1,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.08819872059380662,0.10765737395966805,0.37271928914370833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471805599453
